"","am_sid","am_cat","sciname","iucn_sid","pop_trend","pop_cat","spp_group","id_no","iucn_subpop","spatial_source","cat_score","trend_score"
"3708","W-Sca-140004",NA,"Cadulus gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3713","W-Oct-156103",NA,"Gersemia rubiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3718","W-Oct-125397",NA,"Spinimuricea atlantica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3719","W-Iso-118636",NA,"Munnopsurus giganteus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3724","SLB-116784",NA,"Cumella ocellata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3726","SLB-131534",NA,"Corallina officinalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3732","SLB-133812",NA,"Chondrus crispus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3738","SLB-153747",NA,"Pikea californica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3746","W-For-112674",NA,"Quinqueloculina seminula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3748","W-For-114165",NA,"Lagenammina difflugiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3750","W-Msc-160244",NA,"Curtitoma reticulata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3751","W-Msc-159903",NA,"Limneria undata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3757","SLB-176677",NA,"Alvania moerchii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3762","W-Msc-140420",NA,"Trophon clathratus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3767","W-Msc-141235",NA,"Alvania scrobiculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3772","W-Msc-147146",NA,"Scabrotrophon fabricii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3777","SLB-177377",NA,"Colus kroeyeri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3782","W-Msc-159883",NA,"Iothia radiata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3783","W-Msc-141317",NA,"Onoba mighelsii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3787","SLB-177886",NA,"Trophon truncatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3789","W-Msc-141315",NA,"Onoba leptalea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3790","W-Msc-370549",NA,"Doridoxa ingolfiana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3793","W-Msc-146868",NA,"Cylichna magna",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3798","W-Msc-160143",NA,"Buccinum finmarkianum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3803","W-Msc-142010",NA,"Yoldiella solidula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3808","W-Pol-129782",NA,"Ampharete petersenae",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3814","W-Hyd-117870",NA,"Abietinaria abietina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3823","W-Hyd-196556",NA,"Abyla haeckeli",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3824","SLB-64971",NA,"Abylopsis eschscholtzi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3825","W-Hyd-135403",NA,"Abylopsis tetragona",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3828","ITS-96119",NA,"Acanthephyra acutifrons",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3833","ITS-96116",NA,"Acanthephyra brevirostris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3838","ITS-96115",NA,"Acanthephyra pelagica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3847","ITS-96114",NA,"Acanthephyra purpurea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3852","ITS-96121",NA,"Acanthephyra stylorostratis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3856","W-Msc-138990",NA,"Acanthocardia aculeata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3859","W-Msc-381057",NA,"Acanthocardia tuberculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3863","W-Msc-138677",NA,"Acanthochitona fascicularis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3866","W-Gtr-114618",NA,"Acanthodasys aculeatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3872","W-Msc-140627",NA,"Acanthodoris pilosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3881","ITS-94495",NA,"Aceroides latipes",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3890","ITS-95889",NA,"Acetes americanus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3891","URM-2-3",NA,"Achelia alaskensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3895","URM-2-11",NA,"Achelia borealis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3904","URM-2-63",NA,"Achelia spinosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3909","W-Hyd-117679",NA,"Acryptolaria conferta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3915","W-Msc-160066",NA,"Acteocina bidentata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3916","W-Msc-420532",NA,"Acteocina candei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3917","W-Msc-420534",NA,"Acteocina lepta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3918","Hex-4853",NA,"Actinauge richardi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3924","Hex-3754",NA,"Actinia equina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3929","SLB-170216",NA,"Actinothoe sphyrodeta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3930","W-Msc-140629",NA,"Adalaria proxima",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3939","SLB-130159",NA,"Adamsia palliata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3943","W-Msc-138969",NA,"Admete viridula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3952","SLB-13005",NA,"Aega antarctica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3957","W-Hyd-117263",NA,"Aegina citrea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3965","ITS-95438",NA,"Aeginella spinosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3970","ITS-95432",NA,"Aeginina longicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3979","W-Msc-138709",NA,"Aeolidia papillosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3988","W-Msc-140687",NA,"Aequipecten opercularis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3989","W-Bry-111062",NA,"Aetea anguina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3995","W-Hyd-135484",NA,"Agalma elegans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4001","SLB-64981",NA,"Agalma okeni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4002","W-Tnd-136373",NA,"Agathotanais ingolfi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4007","W-Pol-130344",NA,"Aglaophamus malmgreni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4016","Hex-5298",NA,"Aiptasia mutabilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4019","Hex-1870",NA,"Alicia mirabilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4025","W-Msc-140521",NA,"Amauropsis islandica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4030","SLB-192896",NA,"Amigdoscalpellum vitreum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4031","ITS-93329",NA,"Ampelisca abdita",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4032","ITS-93340",NA,"Ampelisca aequicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4041","ITS-93332",NA,"Ampelisca agassizi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4042","ITS-93343",NA,"Ampelisca brevicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4043","ITS-93341",NA,"Ampelisca spinipes",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4052","W-Hyd-135455",NA,"Amphicaryon ernesti",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4055","W-Pol-129784",NA,"Amphicteis gunneri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4064","W-Oph-242740",NA,"Amphiophiura superba",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4065","W-Oph-125064",NA,"Amphipholis squamata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4074","W-Msc-420712",NA,"Anadara notabilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4075","SLB-98304",NA,"Anapagurus laevis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4077","W-Tnd-136387",NA,"Anarthrura simplex",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4078","W-Msc-138748",NA,"Anomia ephippium",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4079","URM-2-956",NA,"Anoplodactylus angulatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4080","URM-2-1040",NA,"Anoplodactylus petiolatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4086","URM-2-1071",NA,"Anoplodactylus typhlops",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4092","W-Sca-196374",NA,"Antalis agilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4096","W-Sca-344426",NA,"Antalis antillaris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4099","W-Sca-150534",NA,"Antalis entalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4108","W-Sca-196377",NA,"Antalis occidentalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4117","W-Sca-344449",NA,"Antalis taphria",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4118","W-Sca-196380",NA,"Antalis vulgaris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4123","W-Iso-174556",NA,"Antarcturus spinacoronatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4128","SLB-88462",NA,"Anthopleura ballii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4131","Hex-1300",NA,"Anthopleura thallia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4132","W-Iso-118467",NA,"Anthura gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4133","URM-Cn-4071",NA,"Antipathes caribbeana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4134","URM-2-2983",NA,"Aplidium glabrum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4143","W-Msc-138756",NA,"Aplysia juliana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4144","W-Msc-138757",NA,"Aplysia parvula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4145","W-Tnd-136284",NA,"Apseudes spinosus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4150","W-Tnd-136285",NA,"Apseudes talpa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4154","W-Pol-129854",NA,"Arabella iricolor",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4160","URM-2-1877",NA,"Araneum sigma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4166","W-Tnd-136344",NA,"Araphura brevimanus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4168","W-Msc-138789",NA,"Arca tetragona",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4173","W-Msc-420713",NA,"Arca zebra",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4175","SLB-71398","LC","Architeuthis dux",163265,"Unknown","LC",NA,NA,NA,"am",0,NA
"4181","W-Msc-138802",NA,"Arctica islandica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4187","W-Iso-146502",NA,"Arcturus baffini",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4192","SLB-70962",NA,"Argonauta hians",163211,"Unknown","LC",NA,NA,NA,"am",0,NA
"4198","ITS-96056",NA,"Aristaeomorpha foliacea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4203","SLB-9009",NA,"Aristaeopsis edwardsiana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4208","URM-2-3314",NA,"Asajirus indicus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4214","URM-2-1888",NA,"Ascidia callosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4223","URM-2-1897",NA,"Ascidia conchilega",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4228","URM-2-1923",NA,"Ascidia mentula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4233","URM-2-1930",NA,"Ascidia obliqua",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4242","URM-2-1939",NA,"Ascidia prunum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4251","URM-2-1958",NA,"Ascidia virginea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4254","URM-2-1961",NA,"Ascidiella aspersa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4259","URM-2-150",NA,"Ascorhynchus abyssi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4264","SLB-29409",NA,"Ascorhynchus pyrginospinum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4265","SLB-88130",NA,"Aspidosiphon muelleri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4271","W-Iso-119024",NA,"Astacilla longicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4273","W-Oph-124951",NA,"Asteronyx loveni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4274","URM-Cn-6099",NA,"Astrangia solitaria",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4280","W-Ase-123867",NA,"Astropecten irregularis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4281","URM-Cn-10097",NA,"Atolla vanhoeffeni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4286","URM-Cn-10098",NA,"Atolla wyvillei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4291","W-Msc-420740",NA,"Atrina seminuda",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4292","ITS-206422",NA,"Atylus vedlomensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4293","W-Msc-345303",NA,"Atys caribaeus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4294","W-Msc-410785",NA,"Atys sandersoni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4295","SLB-170204",NA,"Aulactinia verrucosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4296","URM-Cn-10261",NA,"Aurelia aurita",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4305","W-Iso-174985",NA,"Austrofilius furcatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4310","ITS-89606",NA,"Balanus crenatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4319","ITS-89622",NA,"Balanus improvisus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4323","ITS-156744",NA,"Barentsia gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4324","SLB-65075",NA,"Bassia bassensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4325","W-Msc-139422","LC","Bathothauma lyromma",163338,"Unknown","LC",NA,NA,NA,"am",0,NA
"4331","W-Sca-139690",NA,"Bathoxiphus ensiculus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4337","W-Bch-107377",NA,"Bathynectes maravigna",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4343","ITS-96209",NA,"Bathypalaemonella serratipalma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4348","W-Msc-140596",NA,"Bathypolypus arcticus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4355","ITS-93994",NA,"Bathyporeia pilosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4356","URM-2-3711",NA,"Bathystyeloides enderbyanus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4364","ITS-96082",NA,"Bentheogennema burkenroadi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4369","ITS-96083",NA,"Bentheogennema intermedia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4378","ITS-96085",NA,"Benthesicymus bartletti",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4387","ITS-96086",NA,"Benthesicymus brasiliensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4396","SLB-71004",NA,"Benthoctopus piscatorum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4402","ITS-96093",NA,"Benthonectes filipes",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4411","W-Msc-140814",NA,"Berthella stellata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4412","W-Msc-140816",NA,"Berthellina engeli",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4413","W-Bry-111147",NA,"Bicellariella ciliata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4414","W-Hyd-117320",NA,"Bimeria vestita",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4420","W-Msc-139054",NA,"Bittium reticulatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4425","SLB-70969",NA,"Bolitaena pygmaea",163312,"Unknown","LC",NA,NA,NA,"am",0,NA
"4431","URM-2-3509",NA,"Boltenia echinata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4440","URM-2-3511",NA,"Boltenia ovifera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4448","W-Iso-118204",NA,"Bopyroides hippolytes",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4455","ITS-89928",NA,"Boreomysis arctica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4460","URM-2-686",NA,"Boreonymphon robustum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4465","URM-2-3747",NA,"Botryllus schlosseri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4466","W-Hyd-117328",NA,"Bougainvillia muscus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4472","W-Bry-111665",NA,"Bowerbankia gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4473","W-Msc-138852","DD","Brachioteuthis riisei",163095,"Unknown","DD",NA,NA,NA,"am",NA,NA
"4475","ITS-96545",NA,"Brachycarpus biunguiculatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4476","W-Cep-104906",NA,"Branchiostoma lanceolatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4477","W-Msc-138878",NA,"Buccinum undatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4483","W-Msc-420522",NA,"Bulla solida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4484","W-Msc-138759",NA,"Bursatella leachii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4490","W-Msc-139134",NA,"Cadlina laevis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4499","W-Sca-140005",NA,"Cadulus jeffreysi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4504","W-Sca-344291",NA,"Cadulus parvus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4505","W-Sca-140008",NA,"Cadulus propinquus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4510","W-Sca-344305",NA,"Cadulus transitorius",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4511","ITS-85272",NA,"Calanus finmarchicus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4520","W-Iso-118497",NA,"Calathura brachiata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4529","W-Bch-107379",NA,"Callinectes sapidus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4530","W-Sca-344490",NA,"Calliodentalium callipeplum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4531","URM-2-456",NA,"Callipallene brevirostris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4532","URM-2-474",NA,"Callipallene phantoma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4537","W-Msc-140132",NA,"Callochiton septemvalvis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4538","W-Bry-111196",NA,"Callopora dumerilii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4539","W-Bry-111197",NA,"Callopora lineata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4544","W-Hyd-117402",NA,"Calycella syringa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4547","W-Msc-138961",NA,"Calyptraea chinensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4548","W-Bch-107275",NA,"Cancer bellianus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4553","W-Bch-158056",NA,"Cancer borealis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4554","W-Bch-158057",NA,"Cancer irroratus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4555","W-Bch-107276",NA,"Cancer pagurus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4558","W-Pol-129876",NA,"Capitella capitata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4567","ITS-95410",NA,"Caprella equilibra",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4568","W-Oct-395098",NA,"Carijoa riisei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4569","SLB-129857",NA,"Caryophyllia communis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4574","URM-Cn-5081",NA,"Caryophyllia smithii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4579","W-Msc-139029",NA,"Cavolinia inflexa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4580","W-Msc-139031",NA,"Cavolinia uncinata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4581","W-Msc-138999",NA,"Cerastoderma glaucum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4586","SLB-64977",NA,"Ceratocymba leuckarti",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4588","W-Msc-420610",NA,"Ceratophyllidia papilligera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4589","Hex-2131",NA,"Cereus pedunculatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4590","W-Msc-139106",NA,"Chaetoderma nitidulum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4595","W-Msc-146791",NA,"Chaetoderma productum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4600","SLB-67830",NA,"Chaetonotus dispar",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4601","W-Msc-141907",NA,"Chamelea gallina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4602","W-Msc-420528",NA,"Chelidonura hirundinina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4603","W-Hyd-135417",NA,"Chelophyes appendiculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4607","W-Bch-107315",NA,"Chionoecetes opilio",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4608","SLB-71422","LC","Chiroteuthis veranyi",176066,"Unknown","LC",NA,NA,NA,"am",0,NA
"4614","W-Msc-140692",NA,"Chlamys islandica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4621","W-Bry-111304",NA,"Chorizopora brongniartii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4623","W-Msc-420587",NA,"Chromodoris clenchi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4624","URM-Cn-10251",NA,"Chrysaora hysoscella",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4625","SLB-71429","DD","Chtenopteryx sicula",162910,"Unknown","DD",NA,NA,NA,"am",NA,NA
"4631","SLB-27897",NA,"Chthamalus stellatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4632","URM-2-1980",NA,"Ciona intestinalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4640","W-Pol-129959",NA,"Cirratulus cirratus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4647","URM-Cn-5097",NA,"Cladocora debilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4653","W-Hyd-117425",NA,"Cladonema radiatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4659","W-Msc-141909",NA,"Clausinella fasciata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4660","URM-2-2007",NA,"Clavelina lepadiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4663","W-Msc-139032",NA,"Clio cuspidata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4664","W-Msc-139033",NA,"Clio pyramidata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4667","W-Msc-160204",NA,"Clio recurva",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4668","W-Msc-139178",NA,"Clione limacina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4677","W-Msc-139185",NA,"Cliopsis krohnii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4678","W-Hyd-117368",NA,"Clytia hemisphaerica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4684","W-Hyd-117370",NA,"Clytia linearis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4685","W-Hyd-117373",NA,"Clytia paulensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4694","URM-2-3760",NA,"Cnemidocarpa bathyphila",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4695","URM-2-3761",NA,"Cnemidocarpa bythia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4696","URM-2-3768",NA,"Cnemidocarpa devia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4701","URM-2-3769",NA,"Cnemidocarpa digonas",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4703","URM-2-3773",NA,"Cnemidocarpa finmarkiensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4712","URM-Cn-5109",NA,"Colangia immersa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4713","URM-2-579",NA,"Colossendeis angusta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4720","URM-2-581",NA,"Colossendeis arcuata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4726","URM-2-587",NA,"Colossendeis colossea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4731","URM-2-609",NA,"Colossendeis macerrima",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4737","W-Sca-344585",NA,"Compressidens ophiodon",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4738","W-Sca-344587",NA,"Compressidens pressum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4739","W-Msc-139410",NA,"Corbula gibba",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4740","URM-2-2042",NA,"Corella eumyota",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4745","URM-2-2047",NA,"Corella parallelogramma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4750","W-Msc-420559",NA,"Corolla ovata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4751","W-Hyd-151860",NA,"Coryne eximia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4757","SLB-142577",NA,"Coscinodiscus wailesii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4763","W-Pol-129984",NA,"Cossura longocirrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4771","W-Msc-181386","LC","Cranchia scabra",162941,"Unknown","LC",NA,NA,NA,"am",0,NA
"4777","ITS-97118",NA,"Crangon crangon",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4778","W-Msc-140657",NA,"Crassostrea virginica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4779","W-Msc-140440",NA,"Crenella decussata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4788","W-Msc-139034",NA,"Creseis acicula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4789","W-Msc-139035",NA,"Creseis virgula",NA,NA,NA,NA,NA,NA,"am",NA,NA
